slug,title,author,isbn,status,first_published,date_updated,notes
some-thoughts-concerning-education,Some Thoughts Concerning Education,John Locke,9780486455518,read,1693,,
something-new,Something New,Ohio State Board of Commerce,,read,1907,,
something-wicked-this-way-comes,Something Wicked This Way Comes,Ray Bradbury,9781501167713,read,1962,,
son-of-a-liche,Son of a Liche,J. Zachary Pike,9781943363674,read,2018,,
song-for-the-basilisk,Song for the Basilisk,Patricia A. McKillip,9781101662168,read,1998,,
song-of-solomon,Song of Solomon,Toni Morrison,9781400033423,read,1634,,
song-of-the-mountain,Song of the Mountain,Michelle Isenhoff,1481817264,read,2012,,
songs-and-sonnets,Songs and Sonnets,John Donne,9780140802368,read,1957,,
songs-of-a-dead-dreamer,Songs of a Dead Dreamer,Thomas Ligotti,9780881845808,read,1990,,
songs-of-a-sourdough,Songs of a Sourdough,Robert William Service,9781700965295,read,1910,,
songs-of-innocence-and-experience,Songs of Innocence and Experience,William Blake,9783985941278,read,1794,,
songs-of-innocence-and-of-experience,Songs of Innocence and of Experience,William Blake,9783985941278,read,1794,,
sonnets-from-the-portuguese,Sonnets from the Portuguese,Elizabeth Barrett Browning,9780060105556,read,1896,,
sonnets-to-orpheus,Sonnets to Orpheus,Rainer Maria Rilke,9780819572660,read,1992,,
sons-and-lovers,Sons and Lovers,D.H. Lawrence,9780631977407,read,1913,,
sophies-choice,Sophie's Choice,William Styron,9784102360026,read,1979,,
sophies-world,Sophie's World,Jostein Gaarder,9788714193522,read,1991,,
sophist,Sophist,Plato,9781976727399,read,1867,,
sorcerer-to-the-crown,Sorcerer to the Crown,Zen Cho,9780425283400,want,2015,,
sources-of-the-self,Sources of the Self,Charles Taylor,9781854799883,read,1989,,
south,South!,Tanya Popovic,0815624441,read,1988,,
speak-memory,"Speak, Memory",Vladimir Nabokov,9780307787736,read,1951,,
speaker-for-the-dead,Speaker for the Dead,Orson Scott Card,1417648457,read,1992,,
speaking-of-siva,Speaking of Siva,A.K. Ramanujan,9780141962634,read,1973,,
specifying-systems,Specifying Systems,Leslie Lamport,9780321143068,read,2002,,
specters-of-marx,Specters of Marx,Jacques Derrida,0415910455,read,1994,,
speculum-of-the-other-woman,Speculum of the Other Woman,Luce Irigaray,9780801493300,read,1985,,
speech-acts,Speech Acts,John Searle,052109626X,read,1969,,
spin,Spin,Robert Charles Wilson,076534825X,read,2005,,
spinning-silver,Spinning Silver,Naomi Novik,9780399181009,want,2018,,
split-the-party,Split the Party,Drew Hayes,9780986396823,read,2015,,
spoon-river-anthology,Spoon River Anthology,Edgar Lee Masters,9781450584357,read,1919,,
spqr,SPQR,Mary Beard,9781631491252,want,2016,,
spring-and-all,Spring and All,William Carlos Williams,9798888974728,read,1923,,
spycraft,Spycraft,Robert Wallace & Keith Melton,9781440635304,want,2009,,
ssl-and-the-future-of-authenticity,SSL And The Future Of Authenticity,Moxie Marlinspike,9783319670805,want,2017,,
stabilizing-an-unstable-economy,Stabilizing an Unstable Economy,Hyman Minsky,9780071593007,read,1986,,
stand-by-for-mars,Stand by for Mars!,Carey Rockwell,9791041803880,read,2023,,
stand-on-zanzibar,Stand on Zanzibar,John Brunner,1250781221,read,1968,,
star-maker-2,Star Maker,Olaf Stapledon,9780819566935,read,1937,,
stardust,Stardust,Neil Gaiman,0755337557,read,1997,,
starfish,Starfish,Peter Watts,0812575857,read,1999,,
stars-in-my-pocket-like-grains-of-sand,Stars in My Pocket Like Grains of Sand,Samuel R. Delany,9781480461710,read,1984,,
starship-troopers,Starship Troopers,Robert A. Heinlein,9781101500422,read,1959,,
state-and-revolution,State and Revolution,Vladimir Lenin,9781804292846,read,1951,,
statesman,Statesman,Plato,9781585105090,want,2015,,
station-eleven,Station Eleven,Emily St. John Mandel,9780804172448,want,2014,,
station-island,Station Island,Seamus Heaney,9780571262762,read,1984,,
stations-of-the-tide,Stations of the Tide,Michael Swanwick,9781429989497,read,1991,,
statistics-for-machine-learning,Statistics for Machine Learning,Pratap Dangeti,1788295757,read,2017,,
steal-this-book,Steal This Book,Abbie Hoffman,9798586029317,read,,,
steppenwolf,Steppenwolf,Hermann Hesse,9780593511930,read,1927,,
sticks-and-stones,Sticks and Stones,Melissa Lennig,9780760362570,read,2019,,
stone,Stone,Osip Mandelstam,9780691656236,read,1993,,
stone-of-farewell,Stone of Farewell,Tad Williams,9781101160787,read,1990,,
stoner,Stoner,John Williams,9781590179284,read,1965,,
stories-of-your-life-and-others,Stories of Your Life and Others,Ted Chiang,076530418X,read,2002,,
storm-of-steel,Storm of Steel,Ernst Jünger,9780142437902,read,,,
stormbringer,Stormbringer,Michael Moorcock,9781534445734,read,1965,,
stover-at-yale,Stover at Yale,Owen Johnson,9781511525299,read,2002,,
strange-case-of-dr-jekyll-and-mr-hyde,Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,0140431179,read,1875,,
strange-weather-in-tokyo,Strange Weather in Tokyo,Hiromi Kawakami,9781846275098,want,2013,,
stranger-in-a-strange-land,Stranger in a Strange Land,Robert A. Heinlein,0340837950,read,1961,,
strangers-on-a-train,Strangers on a Train,Patricia Highsmith,9780393321982,read,1950,,
strategy-of-conflict,Strategy of Conflict,Thomas Schelling,0674840313,read,1960,,
strong-poison,Strong Poison,Dorothy L. Sayers,9798458373890,read,1930,,
structure-and-interpretation-of-computer-programs,Structure and Interpretation of Computer Programs,Abelson Sussman,9780262011532,read,1985,,
structure-and-interpretation-of-computer-programs-2,Structure and Interpretation of Computer Programs,Harold Abelson and Gerald Jay Sussman,9780262510875,read,1996,,
structure-of-scientific-revolutions,Structure of Scientific Revolutions,Thomas Kuhn,9782080811158,read,1955,,
structured-computer-organization,Structured Computer Organization,Andrew S. Tanenbaum,0131485210,read,1975,,
struggles-and-triumphs,Struggles and Triumphs,Phineas Taylor Barnum,9781167011092,read,1869,,
such-a-long-journey,Such a Long Journey,Rohinton Mistry,9780771060571,read,1991,,
such-is-life,Such Is Life,Roger Osborne,9781743327760,read,2022,,
sula,Sula,Toni Morrison,1784879118,read,1973,,
summa-contra-gentiles,Summa Contra Gentiles,Thomas Aquinas,9780413352903,read,1475,,
summa-theologica,Summa Theologica,Thomas Aquinas,9781783793143,read,1467,,
summer,Summer,Erin Hunter,9780061284205,read,2007,,
sun-also-rises,Sun Also Rises,Ernest Hemingway,9780743297332,read,1926,,
sunshine,Sunshine,Robin McKinley,9780425237694,read,2003,,
sunshine-sketches-of-a-little-town,Sunshine Sketches of a Little Town,Stephen Leacock,1489539727,read,2013,,
sunstone,Sunstone,Octavio Paz,0811211959,read,1963,,
supernova-era,Supernova Era,Cixin Liu,9781250751416,want,2019,,
suppliant-women,Suppliant Women,Aeschylus,9781908343789,read,1930,,
surely-youre-joking-mr-feynman,"Surely You're Joking, Mr. Feynman!",Richard Feynman,9780393355680,read,1984,,
surface-detail,Surface Detail,Iain M. Banks,9780316180481,read,2010,,
surreal-numbers,Surreal Numbers,Donald E. Knuth,0201038129,read,1974,,
suspiria-de-profundis,Suspiria de Profundis,Thomas De Quincey,9791041803972,read,2023,,
suttree,Suttree,Cormac McCarthy,9780307762474,read,1979,,
swami-and-friends,Swami and Friends,R.K. Narayan,9780345803795,read,2005,,
swanns-way,Swann's Way,Marcel Proust,9780679720096,want,2016,,
sybil,Sybil,Debbie Nathan,9781439168288,read,2012,,
sylvie-and-bruno,Sylvie and Bruno,Lewis Carroll,9783849699499,read,1899,,
symposium,Symposium,Plato,9781647981235,read,1908,,
sync,Sync,Steven Strogatz,9780141933184,read,2003,,
table-talk,Table-Talk,Martin Luther,9780343516444,read,1875,,
tales-from-earthsea,Tales from Earthsea,Ursula K. Le Guin,9780547545554,read,2001,,
tales-of-the-grotesque-and-arabesque,Tales of the Grotesque and Arabesque,Edgar Allan Poe,9786057876201,read,1840,,
tanakh,Tanakh,The Hebrew Bible,9781433600340,read,1985,,
tao-te-ching,Tao Te Ching,Laozi,1853264717,read,1842,,
taras-bulba,Taras Bulba,Nikolai Gogol,9783989884496,want,2017,,
tartine,Tartine,Elisabeth Prueitt,9780399578830,read,2017,,
tartuffe,Tartuffe,Molière,9783986476717,read,1707,,
tarzan-and-the-ant-men,Tarzan and the Ant Men,Edgar Rice Burroughs,9783387080902,read,2023,,
tarzan-and-the-golden-lion,Tarzan and the Golden Lion,Edgar Rice Burroughs,9783962559861,read,2017,,
tarzan-and-the-jewels-of-opar,Tarzan and the Jewels of Opar,Edgar Rice Burroughs,9781449988722,read,2023,,
tarzan-lord-of-the-jungle,"Tarzan, Lord of the Jungle",Edgar Rice Burroughs,9798686079922,read,2020,,
tarzan-of-the-apes,Tarzan of the Apes,Edgar Rice Burroughs,9798674831518,read,2020,,
tarzan-the-terrible,Tarzan the Terrible,Edgar Rice Burroughs,9783368316501,read,2022,,
tarzan-the-untamed,Tarzan the Untamed,Edgar Rice Burroughs,1605976482,read,2008,,
tau-zero,Tau Zero,Poul Anderson,9782266239288,read,,,
tcp-ip-illustrated-volume-1,"TCP/IP Illustrated, Volume 1",W. Richard Stevens,9780132808187,read,1993,,
teaching-to-transgress,Teaching to Transgress,bell hooks,9781135200015,read,1994,,
teahouse,Teahouse,Lao She,9787020036509,read,1984,,
tehanu,Tehanu,Ursula K. Le Guin,9781442459953,read,1990,,
ten-days-that-shook-the-world,Ten Days That Shook the World,John Reed,9781510716797,read,2017,,
tender-is-the-night,Tender Is the Night,F. Scott Fitzgerald,1853260975,read,1933,,
tenth-of-december,Tenth of December,George Saunders,9780812993813,want,2012,,
termination-shock,Termination Shock,Neal Stephenson,9781460712962,want,2021,,
terra-nostra,Terra Nostra,Carlos Fuentes,9788423972654,read,1975,,
terror-keep,Terror Keep,Edgar Wallace,9798550424728,read,1927,,
tess-of-the-durbervilles,Tess of the d'Urbervilles,Thomas Hardy,0631747701,read,1707,,
test-driven-development-by-example,Test-Driven Development by Example,Kent Beck,9780137585236,read,2022,,
that-hideous-strength,That Hideous Strength,C.S. Lewis,9781536838503,read,1968,,
the-abc-murders,The ABC Murders,Agatha Christie,9780061739934,read,1936,,
the-able-mclaughlins,The Able McLaughlins,Margaret Wilson,9781692121303,read,1923,,
the-abolition-of-man,The Abolition of Man,C.S. Lewis,9780060652944,read,2020,,
the-abyss,The Abyss,Marguerite Yourcenar,9788466321679,read,1968,,
the-acharnians,The Acharnians,Aristophanes,1687200726,read,1973,,
the-adolescent,The Adolescent,Fyodor Dostoevsky,1535203110,read,1971,,
the-advancement-of-learning,The Advancement of Learning,Francis Bacon,9780368272493,read,1605,,
the-adventures-of-augie-march,The Adventures of Augie March,Saul Bellow,9780436039591,read,1953,,
the-adventures-of-captain-hatteras,The Adventures of Captain Hatteras,Jules Verne,9780192804655,read,2005,,
the-adventures-of-huckleberry-finn,The Adventures of Huckleberry Finn,Mark Twain,1904633463,read,2010,,
the-adventures-of-pinocchio,The Adventures of Pinocchio,Carlo Collodi,9781513274287,read,2020,,
the-adventures-of-sherlock-holmes,The Adventures of Sherlock Holmes,Arthur Conan Doyle,9781728969947,read,1892,,
the-adventures-of-tom-sawyer,The Adventures of Tom Sawyer,Mark Twain,1402714602,read,2004,,
the-affluent-society,The Affluent Society,John Kenneth Galbraith,9780140226614,read,1958,,
the-agamemnon-of-aeschylus,The 'Agamemnon' of Aeschylus,Aeschylus,1721951849,read,2018,,
the-age-of-capital,The Age of Capital,Eric Hobsbawm,9782012791060,read,1975,,
the-age-of-empire,The Age of Empire,Eric Hobsbawm,1842120166,read,1987,,
the-age-of-extremes,The Age of Extremes,Eric Hobsbawm,9780349144399,read,1994,,
the-age-of-innocence,The Age of Innocence,Edith Wharton,9780140189704,read,1996,,
the-age-of-revolution,The Age of Revolution,Eric Hobsbawm,9780451617408,read,1962,,
the-age-of-surveillance-capitalism,The Age of Surveillance Capitalism,Shoshana Zuboff,9781610395700,read,2018,,
the-agency-a-spy-in-the-house,The Agency: A Spy in the House,Y. S. Lee,9780763651824,read,2010,,
the-aleph,The Aleph,Jorge Luis Borges,9789500423090,read,1970,,
the-algebraist,The Algebraist,Iain M. Banks,9780316565615,read,2004,,
the-algorithm-design-manual,The Algorithm Design Manual,Steven Skiena,0387948600,read,1998,,
the-amateur-cracksman,The Amateur Cracksman,E. W. Hornung,9783368303334,read,2022,,
the-ambassadors,The Ambassadors,Henry James,0395051371,read,1960,,
the-amber-spyglass,The Amber Spyglass,Philip Pullman,9780375846731,read,1999,,
the-american-crisis,The American Crisis,Thomas Paine,1537121359,read,2016,,
the-american-evasion-of-philosophy,The American Evasion of Philosophy,Cornel West,9780299119638,read,1989,,
the-american-senator,The American Senator,Anthony Trollope,9781465584212,read,2020,,
the-analects,The Analects,Confucius,9780892665389,read,2012,,
the-andromeda-strain,The Andromeda Strain,Michael Crichton,9788440661869,read,,,
the-antichrist,The Antichrist,Friedrich Nietzsche,9781490393995,read,1969,,
the-anxiety-of-influence,The Anxiety of Influence,Harold Bloom,9780195112214,read,1973,,
the-arcades-project,The Arcades Project,Walter Benjamin,067404326X,read,1999,,
the-archaeology-of-knowledge,The Archaeology of Knowledge,Michel Foucault,9780415287524,read,1972,,
the-argonautica,The Argonautica,"Apollonius (Rhodius), Apollonius",9780520076860,read,1919,,
the-art-of-computer-programming-vol-4b,The Art of Computer Programming Vol 4B,Donald E. Knuth,9780137926817,read,2022,,
the-art-of-computer-programming-volume-1,"The Art of Computer Programming, Volume 1",Donald E. Knuth,9780201853926,read,1998,,
the-art-of-computer-programming-volume-2,"The Art of Computer Programming, Volume 2",Donald E. Knuth,9780321635761,read,1998,,
the-art-of-computer-programming-volume-3,"The Art of Computer Programming, Volume 3",Donald E. Knuth,9780201853926,read,1998,,
the-art-of-computer-programming-volume-4a,"The Art of Computer Programming, Volume 4A",Donald E. Knuth,9780201896855,read,2011,,
the-art-of-debugging-with-gdb-ddd-and-eclipse,"THE ART OF DEBUGGING WITH GDB, DDD, AND ECLIPSE","Norman S. Matloff, Peter Jay Salzman",9781593271749,read,2008,,
the-art-of-deception,The Art of Deception,Kevin D. Mitnick and William L. Simon,9780764538391,read,2011,,
the-art-of-intelligence,The Art of Intelligence,Henry Crumpton,9780143123378,want,2012,,
the-art-of-intrusion,The Art of Intrusion,Kevin D. Mitnick and William L. Simon,9780470503829,read,2009,,
the-art-of-invisibility,The Art of Invisibility,Kevin Mitnick,9780316380492,read,2017,,
the-art-of-love,The Art of Love,Ovid,9780191515446,read,1929,,
the-art-of-loving,The Art of Loving,Erich Fromm,9786077470243,read,1956,,
the-art-of-money-getting,The Art of Money Getting,P. T. Barnum,9781619401044,read,1828,,
the-art-of-multiprocessor-programming,The Art of Multiprocessor Programming,Maurice Herlihy and Nir Shavit,9780123914064,read,2020,,
the-art-of-unix-programming,The Art of Unix Programming,Eric S. Raymond,9780132465885,read,2003,,
the-art-of-war,The Art of War,Niccolò Machiavelli,9783730919187,read,1905,,
the-artist-s-guide-to-gimp-creative-techniques-for-photographers-artists-and-designers,"The Artist's Guide to GIMP: Creative Techniques for Photographers, Artists, and Designers",Michael Hammel,9781593274146,read,2012,,
the-ascent-of-money,The Ascent of Money,Niall Ferguson,1594201927,read,2008,,
the-ascent-of-mount-carmel,The Ascent of Mount Carmel,John of the Cross,9781939272119,want,2017,,
the-assistant,The Assistant,Bernard Malamud,0374504849,read,1957,,
the-atrocity-archives-laundry-files,The Atrocity Archives (Laundry Files),Charles Stross,9780441013654,read,2006,,
the-auroras-of-autumn,The Auroras of Autumn,Wallace Stevens,,read,1950,,
the-autobiography-of-an-ex-colored-man,The Autobiography of an Ex-Colored Man,James Weldon Johnson,9781442929128,read,1948,,
the-autobiography-of-an-idea,The Autobiography of an Idea,Louis Henri Sullivan,1258428288,read,2012,,
the-autobiography-of-benjamin-franklin,The Autobiography of Benjamin Franklin,Benjamin Franklin,9781549872990,read,1896,,
the-autobiography-of-calvin-coolidge,The Autobiography of Calvin Coolidge,Calvin Coolidge,9781504066433,read,2021,,
the-autobiography-of-john-stuart-mill,The Autobiography of John Stuart Mill,John Stuart Mill,9781605200477,read,2007,,
the-autobiography-of-ma-ka-tai-me-she-kia-kiak-or-black-hawk,"The Autobiography of Ma-Ka-Tai-Me-She-Kia-Kiak, or Black Hawk",Black Hawk,9783368362324,read,2023,,
the-autobiography-of-malcolm-x,The Autobiography of Malcolm X,Malcolm X and Alex Haley,9780891902164,read,1999,,
the-autobiography-of-mark-rutherford,The Autobiography of Mark Rutherford,Mark Rutherford,9780824015879,read,1881,,
the-autobiography-of-mark-twain,The Autobiography of Mark Twain,Mark Twain,9791041804276,read,2023,,
the-autumn-of-the-patriarch,The Autumn of the Patriarch,Gabriel García Márquez,0140157530,read,1977,,
the-avenger,The Avenger,Jonathan Wilkins,9781787735125,read,2019,,
the-awakening,The Awakening,Kate Chopin,9781911597117,read,2015,,
the-bacchae,The Bacchae,Euripides,9780141964119,read,1954,,
the-balcony,The Balcony,Jean Genet,9782070419036,read,1957,,
the-bald-soprano,The Bald Soprano,Eugène Ionesco,9780802143181,read,1950,,
the-ballad-of-black-tom,The Ballad of Black Tom,Victor LaValle,9780765386618,want,2016,,
the-baron-in-the-trees,The Baron in the Trees,Italo Calvino,9780544959118,want,2019,,
