Category,Title,Author,Priority
Science Fiction,Nightfall and Other Stories,Isaac Asimov,1
Science Fiction,Pebble in the Sky,Isaac Asimov,1
Science Fiction,Prelude to Foundation,Isaac Asimov,1
Science Fiction,Robots and Empire,Isaac Asimov,1
Science Fiction,The Caves of Steel,Isaac Asimov,1
Science Fiction,The End of Eternity,Isaac Asimov,1
Science Fiction,The Gods Themselves,Isaac Asimov,1
Science Fiction,The Naked Sun,Isaac Asimov,1
Science Fiction,The Robots of Dawn,Isaac Asimov,1
Science Fiction,Crash,J.G. Ballard,1
Science Fiction,Empire of the Sun,J.G. Ballard,1
Science Fiction,High-Rise,J.G. Ballard,1
Science Fiction,The Crystal World,J.G. Ballard,1
Science Fiction,The Drowned World,J.G. Ballard,1
Science Fiction,Acceptance,Jeff VanderMeer,1
Science Fiction,Annihilation,Jeff VanderMeer,1
Science Fiction,Authority,Jeff VanderMeer,1
Science Fiction,Borne,Jeff VanderMeer,1
Science Fiction,Stand on Zanzibar,John Brunner,1
Science Fiction,The Sheep Look Up,John Brunner,1
Science Fiction,The Shockwave Rider,John Brunner,1
Science Fiction,R.U.R.,Karel Čapek,1
Science Fiction,War with the Newts,Karel Čapek,1
Science Fiction,Klara and the Sun,Kazuo Ishiguro,1
Science Fiction,Never Let Me Go,Kazuo Ishiguro,1
Science Fiction,2312,Kim Stanley Robinson,1
Science Fiction,Aurora,Kim Stanley Robinson,1
Science Fiction,Blue Mars,Kim Stanley Robinson,1
Science Fiction,Green Mars,Kim Stanley Robinson,1
Science Fiction,Ministry for the Future,Kim Stanley Robinson,1
Science Fiction,Red Mars,Kim Stanley Robinson,1
Science Fiction,The Years of Rice and Salt,Kim Stanley Robinson,1
Science Fiction,Dispossessed,Le Guin,1
Science Fiction,Left Hand of Darkness,Le Guin,1
Science Fiction,Ball Lightning,Liu Cixin,1
Science Fiction,Three Body Problem,Liu Cixin,1
Science Fiction,MaddAddam,Margaret Atwood,1
Science Fiction,Oryx and Crake,Margaret Atwood,1
Science Fiction,The Handmaid's Tale,Margaret Atwood,1
Science Fiction,The Year of the Flood,Margaret Atwood,1
Science Fiction,Frankenstein,Mary Shelley,1
Science Fiction,Cryptonomicon,Neal Stephenson,1
Science Fiction,Seveneves,Neal Stephenson,1
Science Fiction,Snow Crash,Neal Stephenson,1
Science Fiction,Termination Shock,Neal Stephenson,1
Science Fiction,The Baroque Cycle,Neal Stephenson,1
Science Fiction,The Diamond Age,Neal Stephenson,1
Science Fiction,Adulthood Rites,Octavia E. Butler,1
Science Fiction,Clay's Ark,Octavia E. Butler,1
Science Fiction,Dawn,Octavia E. Butler,1
Science Fiction,Fledgling,Octavia E. Butler,1
Science Fiction,Imago,Octavia E. Butler,1
Science Fiction,Kindred,Octavia E. Butler,1
Science Fiction,Mind of My Mind,Octavia E. Butler,1
Science Fiction,Parable of the Sower,Octavia E. Butler,1
Science Fiction,Parable of the Talents,Octavia E. Butler,1
Science Fiction,Patternmaster,Octavia E. Butler,1
Science Fiction,Wild Seed,Octavia E. Butler,1
Science Fiction,Last and First Men,Olaf Stapledon,1
Science Fiction,Odd John,Olaf Stapledon,1
Science Fiction,Sirius,Olaf Stapledon,1
Science Fiction,Star Maker,Olaf Stapledon,1
Science Fiction,Behemoth,Peter Watts,1
Science Fiction,Echopraxia,Peter Watts,1
Science Fiction,Maelstrom,Peter Watts,1
Science Fiction,Starfish,Peter Watts,1
Science Fiction,Do Androids Dream of Electric Sheep,Philip K Dick,1
Science Fiction,A Scanner Darkly,Philip K. Dick,1
Science Fiction,"Flow My Tears, the Policeman Said",Philip K. Dick,1
Science Fiction,Martian Time-Slip,Philip K. Dick,1
Science Fiction,The Man in the High Castle,Philip K. Dick,1
Science Fiction,The Three Stigmata of Palmer Eldritch,Philip K. Dick,1
Science Fiction,Time Out of Joint,Philip K. Dick,1
Science Fiction,Ubik,Philip K. Dick,1
Science Fiction,VALIS,Philip K. Dick,1
Science Fiction,Dandelion Wine,Ray Bradbury,1
Science Fiction,Fahrenheit 451,Ray Bradbury,1
Science Fiction,Something Wicked This Way Comes,Ray Bradbury,1
Science Fiction,The Illustrated Man,Ray Bradbury,1
Science Fiction,The Martian Chronicles,Ray Bradbury,1
Science Fiction,Citizen of the Galaxy,Robert A. Heinlein,1
Science Fiction,Double Star,Robert A. Heinlein,1
Science Fiction,Friday,Robert A. Heinlein,1
Science Fiction,Starship Troopers,Robert A. Heinlein,1
Science Fiction,Stranger in a Strange Land,Robert A. Heinlein,1
Science Fiction,The Door into Summer,Robert A. Heinlein,1
Science Fiction,The Moon Is a Harsh Mistress,Robert A. Heinlein,1
Science Fiction,The Puppet Masters,Robert A. Heinlein,1
Science Fiction,Time Enough for Love,Robert A. Heinlein,1
Science Fiction,Tunnel in the Sky,Robert A. Heinlein,1
Science Fiction,A Night in the Lonesome October,Roger Zelazny,1
Science Fiction,Creatures of Light and Darkness,Roger Zelazny,1
Science Fiction,Lord of Light,Roger Zelazny,1
Science Fiction,Roadmarks,Roger Zelazny,1
Science Fiction,This Immortal,Roger Zelazny,1
Science Fiction,Babel-17,Samuel R. Delany,1
Science Fiction,Dhalgren,Samuel R. Delany,1
Science Fiction,Nova,Samuel R. Delany,1
Science Fiction,Stars in My Pocket Like Grains of Sand,Samuel R. Delany,1
Science Fiction,Solaris,Stanislaw Lem,1
Science Fiction,His Master's Voice,Stanisław Lem,1
Science Fiction,Memoirs Found in a Bathtub,Stanisław Lem,1
Science Fiction,Solaris,Stanisław Lem,1
Science Fiction,The Cyberiad,Stanisław Lem,1
Science Fiction,The Futurological Congress,Stanisław Lem,1
Science Fiction,The Invincible,Stanisław Lem,1
Science Fiction,Star Maker,Stapledon,1
Science Fiction,Always Coming Home,Ursula K. Le Guin,1
Science Fiction,City of Illusions,Ursula K. Le Guin,1
Science Fiction,Planet of Exile,Ursula K. Le Guin,1
Science Fiction,Rocannon's World,Ursula K. Le Guin,1
Science Fiction,The Beginning Place,Ursula K. Le Guin,1
Science Fiction,The Lathe of Heaven,Ursula K. Le Guin,1
Science Fiction,The Telling,Ursula K. Le Guin,1
Science Fiction,The Word for World Is Forest,Ursula K. Le Guin,1
Science Fiction,A Deepness in the Sky,Vernor Vinge,1
Science Fiction,A Fire Upon the Deep,Vernor Vinge,1
Science Fiction,Fire Upon the Deep,Vernor Vinge,1
Science Fiction,Rainbows End,Vernor Vinge,1
Science Fiction,True Names,Vernor Vinge,1
Science Fiction,A Canticle for Leibowitz,Walter M. Miller Jr.,1
Science Fiction,All Tomorrow's Parties,William Gibson,1
Science Fiction,Idoru,William Gibson,1
Science Fiction,Neuromancer,William Gibson,1
Science Fiction,Pattern Recognition,William Gibson,1
Science Fiction,The Peripheral,William Gibson,1
Science Fiction,Virtual Light,William Gibson,1
Science Fiction,We,Yevgeny Zamyatin,1
Science Fiction,Perhaps the Stars,Ada Palmer,2
Science Fiction,Seven Surrenders,Ada Palmer,2
Science Fiction,The Will to Battle,Ada Palmer,2
Science Fiction,Elder Race,Adrian Tchaikovsky,2
Science Fiction,Translation State,Ann Leckie,2
Science Fiction,Autonomous,Annalee Newitz,2
Science Fiction,The Terraformers,Annalee Newitz,2
Science Fiction,A Psalm for the Wild-Built,Becky Chambers,2
Science Fiction,Record of a Spaceborn Few,Becky Chambers,2
Science Fiction,Helliconia Spring,Brian Aldiss,2
Science Fiction,Helliconia Summer,Brian Aldiss,2
Science Fiction,Helliconia Winter,Brian Aldiss,2
Science Fiction,Non-Stop,Brian Aldiss,2
Science Fiction,Distraction,Bruce Sterling,2
Science Fiction,Holy Fire,Bruce Sterling,2
Science Fiction,Islands in the Net,Bruce Sterling,2
Science Fiction,Schismatrix,Bruce Sterling,2
Science Fiction,Cyteen,C.J. Cherryh,2
Science Fiction,Downbelow Station,C.J. Cherryh,2
Science Fiction,Foreigner,C.J. Cherryh,2
Science Fiction,Merchanter's Luck,C.J. Cherryh,2
Science Fiction,Inverted World,Christopher Priest,2
Science Fiction,The Prestige,Christopher Priest,2
Science Fiction,Supernova Era,Cixin Liu,2
Science Fiction,All Clear,Connie Willis,2
Science Fiction,Blackout,Connie Willis,2
Science Fiction,Doomsday Book,Connie Willis,2
Science Fiction,To Say Nothing of the Dog,Connie Willis,2
Science Fiction,Norstrilia,Cordwainer Smith,2
Science Fiction,The Rediscovery of Man,Cordwainer Smith,2
Science Fiction,Attack Surface,Cory Doctorow,2
Science Fiction,Little Brother,Cory Doctorow,2
Science Fiction,Walkaway,Cory Doctorow,2
Science Fiction,Ancestral Night,Elizabeth Bear,2
Science Fiction,Dust,Elizabeth Bear,2
Science Fiction,Sea of Tranquility,Emily St. John Mandel,2
Science Fiction,Station Eleven,Emily St. John Mandel,2
Science Fiction,Blood Music,Greg Bear,2
Science Fiction,Darwin's Radio,Greg Bear,2
Science Fiction,Eon,Greg Bear,2
Science Fiction,Forge of God,Greg Bear,2
Science Fiction,Brasyl,Ian McDonald,2
Science Fiction,River of Gods,Ian McDonald,2
Science Fiction,Abaddon's Gate,James S.A. Corey,2
Science Fiction,Caliban's War,James S.A. Corey,2
Science Fiction,Leviathan Wakes,James S.A. Corey,2
Science Fiction,Brightness Falls from the Air,James Tiptree Jr.,2
Science Fiction,Her Smoke Rose Up Forever,James Tiptree Jr.,2
Science Fiction,A Door into Ocean,Joan Slonczewski,2
Science Fiction,How to Suppress Women's Writing,Joanna Russ,2
Science Fiction,The Female Man,Joanna Russ,2
Science Fiction,We Who Are About To...,Joanna Russ,2
Science Fiction,Around the World in Eighty Days,Jules Verne,2
Science Fiction,From the Earth to the Moon,Jules Verne,2
Science Fiction,Journey to the Center of the Earth,Jules Verne,2
Science Fiction,The Mysterious Island,Jules Verne,2
Science Fiction,Twenty Thousand Leagues Under the Seas,Jules Verne,2
Science Fiction,The Cassini Division,Ken MacLeod,2
Science Fiction,The Star Fraction,Ken MacLeod,2
Science Fiction,A Civil Campaign,Lois McMaster Bujold,2
Science Fiction,Barrayar,Lois McMaster Bujold,2
Science Fiction,Mirror Dance,Lois McMaster Bujold,2
Science Fiction,Shards of Honor,Lois McMaster Bujold,2
Science Fiction,The Curse of Chalion,Lois McMaster Bujold,2
Science Fiction,Light,M. John Harrison,2
Science Fiction,Nova Swing,M. John Harrison,2
Science Fiction,Viriconium,M. John Harrison,2
Science Fiction,"He, She and It",Marge Piercy,2
Science Fiction,Woman on the Edge of Time,Marge Piercy,2
Science Fiction,All Systems Red,Martha Wells,2
Science Fiction,Artificial Condition,Martha Wells,2
Science Fiction,Network Effect,Martha Wells,2
Science Fiction,Witch King,Martha Wells,2
Science Fiction,Children of God,Mary Doria Russell,2
Science Fiction,The Sparrow,Mary Doria Russell,2
Science Fiction,Stations of the Tide,Michael Swanwick,2
Science Fiction,The Iron Dragon's Daughter,Michael Swanwick,2
Science Fiction,Heart of a Dog,Mikhail Bulgakov,2
Science Fiction,Beggars in Spain,Nancy Kress,2
Science Fiction,Binti,Nnedi Okorafor,2
Science Fiction,Lagoon,Nnedi Okorafor,2
Science Fiction,Who Fears Death,Nnedi Okorafor,2
Science Fiction,Darwinia,Robert Charles Wilson,2
Science Fiction,Spin,Robert Charles Wilson,2
Science Fiction,Trouble on Triton,Samuel R. Delany,2
Science Fiction,More Than Human,Theodore Sturgeon,2
Science Fiction,The Dreaming Jewels,Theodore Sturgeon,2
Science Fiction,Hardwired,Walter Jon Williams,2
Science Fiction,Ninefox Gambit,Yoon Ha Lee,2
Science Fiction,Raven Stratagem,Yoon Ha Lee,2
Science Fiction,Revenant Gun,Yoon Ha Lee,2
Science Fiction,The Quantum Rose,Catherine Asaro,3
Science Fiction,Fairyland,Paul J. McAuley,3
Security,Threat Modeling,Adam Shostack,1
Security,Sandworm,Andy Greenberg,1
Security,This Machine Kills Secrets,Andy Greenberg,1
Security,The Hacker and the State,Ben Buchanan,1
Security,The New Fire,Ben Buchanan,1
Security,Data and Goliath,Bruce Schneier,1
Security,Liars and Outliers,Bruce Schneier,1
Security,The Hacker Crackdown,Bruce Sterling,1
Security,Silicon Snake Oil,Cliff Stoll,1
Security,The Cuckoo's Egg,Cliff Stoll,1
Security,Dark Territory,Fred Kaplan,1
Security,The Art of Deception,Kevin D. Mitnick and William L. Simon,1
Security,The Art of Intrusion,Kevin D. Mitnick and William L. Simon,1
Security,Ghost in the Wires,Kevin Mitnick,1
Security,Ghost in the Wires,Kevin Mitnick,1
Security,The Art of Invisibility,Kevin Mitnick,1
Security,Countdown to Zero Day,Kim Zetter,1
Security,Software Security,McGraw,1
Security,Handbook of Applied Cryptography,"Menezes, van Oorschot, Vanstone",1
Security,Writing Secure Code,Michael Howard and David LeBlanc,1
Security,This Is How They Tell Me the World Ends,Nicole Perlroth,1
Security,Cyber War,Richard A. Clarke and Robert K. Knake,1
Security,The Fifth Domain,Richard A. Clarke and Robert K. Knake,1
Security,The Practice of Network Security Monitoring,Richard Bejtlich,1
Security,The Tao of Network Security Monitoring,Richard Bejtlich,1
Security,Security Engineering,Ross Anderson,1
Security,The Protection of Information in Computer Systems,Saltzer and Schroeder,1
Security,The Age of Surveillance Capitalism,Shoshana Zuboff,1
Security,Cyber War Will Not Take Place,Thomas Rid,1
Security,Rise of the Machines,Thomas Rid,1
Security,Privacy on the Line,Whitfield Diffie and Susan Landau,1
Security,Information Security Economics and Beyond,Anderson and Moore,2
Security,Network Security: Private Communication in a Public World,"Charlie Kaufman, Radia Perlman, Mike Speciner",2
Security,Applied Network Security Monitoring,Chris Sanders,2
Security,Practical Packet Analysis,Chris Sanders,2
Security,Network Security Bible,Eric Cole,2
Security,Practical UNIX and Internet Security,Gene Spafford et al.,2
Security,Exploiting Software,Hoglund and McGraw,2
Security,The Hardware Hacking Handbook,Jasper van Woudenberg et al.,2
Security,Windows Internals,Mark Russinovich,2
Security,"If It's Smart, It's Vulnerable",Mikko Hypponen,2
Security,SSL And The Future Of Authenticity,Moxie Marlinspike,2
Security,Practical Cryptography,Niels Ferguson and Bruce Schneier,2
Security,OWASP ASVS,OWASP Foundation,2
Security,OWASP Testing Guide,OWASP Foundation,2
Security,Why Information Security Is Hard,Ross J. Anderson,2
Security,Counter Hack Reloaded,Skoudis and Liston,2
Security,Firewalls and Internet Security,Steve Bellovin,2
Security,Thinking Security,Steve Bellovin,2
Security,Skating on Stilts,Stewart Baker,2
Security,Cryptography and Network Security,William Stallings,2
Security,The Real Internet of Things,Daniel Miessler,3
Security,How to Become a Hacker,Eric S. Raymond,3
Security,"Lies, Damned Lies, and Threat Modeling",Katie Moussouris,3
Security,Web Security Essentials,Katie Paxton-Fear,3
Security,The Basics of Cyber Safety,Sammons,3
Security,Advanced Persistent Threat Hacking,Wrightson,3
Security & Governance,On War,Carl von Clausewitz,1
Security & Governance,Governing the Commons,Elinor Ostrom,1
Security & Governance,Diplomacy,Henry Kissinger,1
Security & Governance,The Tragedy of Great Power Politics,John Mearsheimer,1
Security & Governance,Antifragile,Nassim Nicholas Taleb,1
Security & Governance,The Prince,Niccolò Machiavelli,1
Security & Governance,Strategy of Conflict,Thomas Schelling,1
Security & Intelligence,Applied Cryptography,Bruce Schneier,1
Security & Intelligence,Secrets and Lies,Bruce Schneier,1
Security & Intelligence,Intelligence in War,John Keegan,1
Speculative Fiction,House of Suns,Alastair Reynolds,1
Speculative Fiction,Pushing Ice,Alastair Reynolds,1
Speculative Fiction,Revelation Space,Alastair Reynolds,1
Speculative Fiction,Accelerando,Charles Stross,1
Speculative Fiction,Glasshouse,Charles Stross,1
Speculative Fiction,Singularity Sky,Charles Stross,1
Speculative Fiction,Fall of Hyperion,Dan Simmons,1
Speculative Fiction,Children of Dune,Frank Herbert,1
Speculative Fiction,Dune Messiah,Frank Herbert,1
Speculative Fiction,The Causal Angel,Hannu Rajaniemi,1
Speculative Fiction,The Fractal Prince,Hannu Rajaniemi,1
Speculative Fiction,The Quantum Thief,Hannu Rajaniemi,1
Speculative Fiction,Excession,Iain M. Banks,1
Speculative Fiction,Surface Detail,Iain M. Banks,1
Speculative Fiction,The Algebraist,Iain M. Banks,1
Speculative Fiction,Foundation,Isaac Asimov,1
Speculative Fiction,Foundation and Empire,Isaac Asimov,1
Speculative Fiction,Second Foundation,Isaac Asimov,1
Speculative Fiction,Death's End,Liu Cixin,1
Speculative Fiction,The Dark Forest,Liu Cixin,1
Speculative Fiction,The Three Body Problem,Liu Cixin,1
Speculative Fiction,The Cyberiad,Stanislaw Lem,1
Speculative Fiction,The Dispossessed,Ursula K Le Guin,1
Speculative Fiction,The Left Hand of Darkness,Ursula K Le Guin,1
Speculative Fiction,Count Zero,William Gibson,1
Speculative Fiction,Mona Lisa Overdrive,William Gibson,1
Strategy,On War,Clausewitz,1
Strategy,Art of War,Sun Tzu,1
Systems,Sciences of the Artificial,Herbert Simon,1
AI,Gap Candidate Work 0001,TBD,2
Biography/Memoir,Gap Candidate Work 0002,TBD,2
Classics,Gap Candidate Work 0003,TBD,2
Complex Systems,Gap Candidate Work 0004,TBD,2
Complexity Science,Gap Candidate Work 0005,TBD,2
Computer Science,Gap Candidate Work 0006,TBD,2
Contemporary Speculative Fiction,Gap Candidate Work 0007,TBD,2
Cybernetics,Gap Candidate Work 0008,TBD,2
Decision Theory,Gap Candidate Work 0009,TBD,2
Drama,Gap Candidate Work 0010,TBD,2
Economics,Gap Candidate Work 0011,TBD,2
Essays,Gap Candidate Work 0012,TBD,2
Fantasy,Gap Candidate Work 0013,TBD,2
Global History,Gap Candidate Work 0014,TBD,2
Governance,Gap Candidate Work 0015,TBD,2
History,Gap Candidate Work 0016,TBD,2
Horror,Gap Candidate Work 0017,TBD,2
Information Theory,Gap Candidate Work 0018,TBD,2
Intelligence Studies,Gap Candidate Work 0019,TBD,2
Literary Criticism,Gap Candidate Work 0020,TBD,2
Literary Theory,Gap Candidate Work 0021,TBD,2
Literature,Gap Candidate Work 0022,TBD,2
Mathematics,Gap Candidate Work 0023,TBD,2
Medieval Philosophy & Theology,Gap Candidate Work 0024,TBD,2
Mystery,Gap Candidate Work 0025,TBD,2
Non-Western Literature,Gap Candidate Work 0026,TBD,2
Non-Western Philosophy,Gap Candidate Work 0027,TBD,2
Non‑Western History,Gap Candidate Work 0028,TBD,2
Philosophy,Gap Candidate Work 0029,TBD,2
Poetry,Gap Candidate Work 0030,TBD,2
Political Economy,Gap Candidate Work 0031,TBD,2
Political Theory,Gap Candidate Work 0032,TBD,2
Psychology,Gap Candidate Work 0033,TBD,2
Religion,Gap Candidate Work 0034,TBD,2
Science,Gap Candidate Work 0035,TBD,2
Science Fiction,Gap Candidate Work 0036,TBD,2
Security,Gap Candidate Work 0037,TBD,2
Security & Governance,Gap Candidate Work 0038,TBD,2
Security & Intelligence,Gap Candidate Work 0039,TBD,2
Speculative Fiction,Gap Candidate Work 0040,TBD,2
Strategy,Gap Candidate Work 0041,TBD,2
Systems,Gap Candidate Work 0042,TBD,2
AI,Gap Candidate Work 0043,TBD,2
Biography/Memoir,Gap Candidate Work 0044,TBD,2
Classics,Gap Candidate Work 0045,TBD,2
Complex Systems,Gap Candidate Work 0046,TBD,2
Complexity Science,Gap Candidate Work 0047,TBD,2
Computer Science,Gap Candidate Work 0048,TBD,2
Contemporary Speculative Fiction,Gap Candidate Work 0049,TBD,2
Cybernetics,Gap Candidate Work 0050,TBD,2
Decision Theory,Gap Candidate Work 0051,TBD,2
Drama,Gap Candidate Work 0052,TBD,2
Economics,Gap Candidate Work 0053,TBD,2
Essays,Gap Candidate Work 0054,TBD,2
Fantasy,Gap Candidate Work 0055,TBD,2
Global History,Gap Candidate Work 0056,TBD,2
Governance,Gap Candidate Work 0057,TBD,2
History,Gap Candidate Work 0058,TBD,2
Horror,Gap Candidate Work 0059,TBD,2
Information Theory,Gap Candidate Work 0060,TBD,2
Intelligence Studies,Gap Candidate Work 0061,TBD,2
Literary Criticism,Gap Candidate Work 0062,TBD,2
Literary Theory,Gap Candidate Work 0063,TBD,2
Literature,Gap Candidate Work 0064,TBD,2
Mathematics,Gap Candidate Work 0065,TBD,2
Medieval Philosophy & Theology,Gap Candidate Work 0066,TBD,2
Mystery,Gap Candidate Work 0067,TBD,2
Non-Western Literature,Gap Candidate Work 0068,TBD,2
Non-Western Philosophy,Gap Candidate Work 0069,TBD,2
Non‑Western History,Gap Candidate Work 0070,TBD,2
Philosophy,Gap Candidate Work 0071,TBD,2
Poetry,Gap Candidate Work 0072,TBD,2
Political Economy,Gap Candidate Work 0073,TBD,2
Political Theory,Gap Candidate Work 0074,TBD,2
Psychology,Gap Candidate Work 0075,TBD,2
Religion,Gap Candidate Work 0076,TBD,2
Science,Gap Candidate Work 0077,TBD,2
Science Fiction,Gap Candidate Work 0078,TBD,2
Security,Gap Candidate Work 0079,TBD,2
Security & Governance,Gap Candidate Work 0080,TBD,2
Security & Intelligence,Gap Candidate Work 0081,TBD,2
Speculative Fiction,Gap Candidate Work 0082,TBD,2
Strategy,Gap Candidate Work 0083,TBD,2
Systems,Gap Candidate Work 0084,TBD,2
AI,Gap Candidate Work 0085,TBD,2
Biography/Memoir,Gap Candidate Work 0086,TBD,2
Classics,Gap Candidate Work 0087,TBD,2
Complex Systems,Gap Candidate Work 0088,TBD,2
Complexity Science,Gap Candidate Work 0089,TBD,2
Computer Science,Gap Candidate Work 0090,TBD,2
Contemporary Speculative Fiction,Gap Candidate Work 0091,TBD,2
Cybernetics,Gap Candidate Work 0092,TBD,2
Decision Theory,Gap Candidate Work 0093,TBD,2
Drama,Gap Candidate Work 0094,TBD,2
Economics,Gap Candidate Work 0095,TBD,2
Essays,Gap Candidate Work 0096,TBD,2
Fantasy,Gap Candidate Work 0097,TBD,2
Global History,Gap Candidate Work 0098,TBD,2
Governance,Gap Candidate Work 0099,TBD,2
History,Gap Candidate Work 0100,TBD,2
Horror,Gap Candidate Work 0101,TBD,2
Information Theory,Gap Candidate Work 0102,TBD,2
Intelligence Studies,Gap Candidate Work 0103,TBD,2
Literary Criticism,Gap Candidate Work 0104,TBD,2
Literary Theory,Gap Candidate Work 0105,TBD,2
Literature,Gap Candidate Work 0106,TBD,2
Mathematics,Gap Candidate Work 0107,TBD,2
Medieval Philosophy & Theology,Gap Candidate Work 0108,TBD,2
Mystery,Gap Candidate Work 0109,TBD,2
Non-Western Literature,Gap Candidate Work 0110,TBD,2
Non-Western Philosophy,Gap Candidate Work 0111,TBD,2
Non‑Western History,Gap Candidate Work 0112,TBD,2
Philosophy,Gap Candidate Work 0113,TBD,2
Poetry,Gap Candidate Work 0114,TBD,2
Political Economy,Gap Candidate Work 0115,TBD,2
Political Theory,Gap Candidate Work 0116,TBD,2
Psychology,Gap Candidate Work 0117,TBD,2
Religion,Gap Candidate Work 0118,TBD,2
Science,Gap Candidate Work 0119,TBD,2
Science Fiction,Gap Candidate Work 0120,TBD,2
Security,Gap Candidate Work 0121,TBD,2
Security & Governance,Gap Candidate Work 0122,TBD,2
Security & Intelligence,Gap Candidate Work 0123,TBD,2
Speculative Fiction,Gap Candidate Work 0124,TBD,2
Strategy,Gap Candidate Work 0125,TBD,2
Systems,Gap Candidate Work 0126,TBD,2
AI,Gap Candidate Work 0127,TBD,2
Biography/Memoir,Gap Candidate Work 0128,TBD,2
Classics,Gap Candidate Work 0129,TBD,2
Complex Systems,Gap Candidate Work 0130,TBD,2
Complexity Science,Gap Candidate Work 0131,TBD,2
Computer Science,Gap Candidate Work 0132,TBD,2
Contemporary Speculative Fiction,Gap Candidate Work 0133,TBD,2
Cybernetics,Gap Candidate Work 0134,TBD,2
Decision Theory,Gap Candidate Work 0135,TBD,2
Drama,Gap Candidate Work 0136,TBD,2
Economics,Gap Candidate Work 0137,TBD,2
Essays,Gap Candidate Work 0138,TBD,2
Fantasy,Gap Candidate Work 0139,TBD,2
Global History,Gap Candidate Work 0140,TBD,2
Governance,Gap Candidate Work 0141,TBD,2
History,Gap Candidate Work 0142,TBD,2
Horror,Gap Candidate Work 0143,TBD,2
Information Theory,Gap Candidate Work 0144,TBD,2
Intelligence Studies,Gap Candidate Work 0145,TBD,2
Literary Criticism,Gap Candidate Work 0146,TBD,2
Literary Theory,Gap Candidate Work 0147,TBD,2
Literature,Gap Candidate Work 0148,TBD,2
Mathematics,Gap Candidate Work 0149,TBD,2
Medieval Philosophy & Theology,Gap Candidate Work 0150,TBD,2
Mystery,Gap Candidate Work 0151,TBD,2
Non-Western Literature,Gap Candidate Work 0152,TBD,2
Non-Western Philosophy,Gap Candidate Work 0153,TBD,2
Non‑Western History,Gap Candidate Work 0154,TBD,2
Philosophy,Gap Candidate Work 0155,TBD,2
Poetry,Gap Candidate Work 0156,TBD,2
Political Economy,Gap Candidate Work 0157,TBD,2
Political Theory,Gap Candidate Work 0158,TBD,2
Psychology,Gap Candidate Work 0159,TBD,2
Religion,Gap Candidate Work 0160,TBD,2
Science,Gap Candidate Work 0161,TBD,2
Science Fiction,Gap Candidate Work 0162,TBD,2
Security,Gap Candidate Work 0163,TBD,2
Security & Governance,Gap Candidate Work 0164,TBD,2
Security & Intelligence,Gap Candidate Work 0165,TBD,2
Speculative Fiction,Gap Candidate Work 0166,TBD,2
Strategy,Gap Candidate Work 0167,TBD,2
Systems,Gap Candidate Work 0168,TBD,2
AI,Gap Candidate Work 0169,TBD,2
Biography/Memoir,Gap Candidate Work 0170,TBD,2
Classics,Gap Candidate Work 0171,TBD,2
Complex Systems,Gap Candidate Work 0172,TBD,2
Complexity Science,Gap Candidate Work 0173,TBD,2
Computer Science,Gap Candidate Work 0174,TBD,2
Contemporary Speculative Fiction,Gap Candidate Work 0175,TBD,2
Cybernetics,Gap Candidate Work 0176,TBD,2
Decision Theory,Gap Candidate Work 0177,TBD,2
Drama,Gap Candidate Work 0178,TBD,2
Economics,Gap Candidate Work 0179,TBD,2
Essays,Gap Candidate Work 0180,TBD,2
Fantasy,Gap Candidate Work 0181,TBD,2
Global History,Gap Candidate Work 0182,TBD,2
Governance,Gap Candidate Work 0183,TBD,2
History,Gap Candidate Work 0184,TBD,2
Horror,Gap Candidate Work 0185,TBD,2
Information Theory,Gap Candidate Work 0186,TBD,2
Intelligence Studies,Gap Candidate Work 0187,TBD,2
Literary Criticism,Gap Candidate Work 0188,TBD,2
Literary Theory,Gap Candidate Work 0189,TBD,2
Literature,Gap Candidate Work 0190,TBD,2
Mathematics,Gap Candidate Work 0191,TBD,2
Medieval Philosophy & Theology,Gap Candidate Work 0192,TBD,2
Mystery,Gap Candidate Work 0193,TBD,2
Non-Western Literature,Gap Candidate Work 0194,TBD,2
Non-Western Philosophy,Gap Candidate Work 0195,TBD,2
Non‑Western History,Gap Candidate Work 0196,TBD,2
Philosophy,Gap Candidate Work 0197,TBD,2
Poetry,Gap Candidate Work 0198,TBD,2
Political Economy,Gap Candidate Work 0199,TBD,2
Political Theory,Gap Candidate Work 0200,TBD,2
Psychology,Gap Candidate Work 0201,TBD,2
Religion,Gap Candidate Work 0202,TBD,2
Science,Gap Candidate Work 0203,TBD,2
Science Fiction,Gap Candidate Work 0204,TBD,2
Security,Gap Candidate Work 0205,TBD,2
Security & Governance,Gap Candidate Work 0206,TBD,2
Security & Intelligence,Gap Candidate Work 0207,TBD,2
Speculative Fiction,Gap Candidate Work 0208,TBD,2
Strategy,Gap Candidate Work 0209,TBD,2
Systems,Gap Candidate Work 0210,TBD,2
AI,Gap Candidate Work 0211,TBD,2
Biography/Memoir,Gap Candidate Work 0212,TBD,2
Classics,Gap Candidate Work 0213,TBD,2
Complex Systems,Gap Candidate Work 0214,TBD,2
Complexity Science,Gap Candidate Work 0215,TBD,2
Computer Science,Gap Candidate Work 0216,TBD,2
Contemporary Speculative Fiction,Gap Candidate Work 0217,TBD,2
Cybernetics,Gap Candidate Work 0218,TBD,2
Decision Theory,Gap Candidate Work 0219,TBD,2
